path	sentence	set
common_voice_en_37916030.mp3	You can be that person.	train
common_voice_en_37636755.mp3	As the two settlements are so close they are often treated as one.	train
common_voice_en_37357446.mp3	Though right-footed, he spent much of his career on the left side of midfield.	train
common_voice_en_37965980.mp3	The aircraft is built from plans using basic raw materials.	train
common_voice_en_38000923.mp3	However, their construction idea is the same.	train
common_voice_en_37539732.mp3	"The other half of the music is original and composed exclusively for ""Resurrection""."	train
common_voice_en_37498101.mp3	The organisation is affiliated with the Progressive Alliance.	train
common_voice_en_37539837.mp3	"The colloquial expression for the square is just ""Carl Berner""."	train
common_voice_en_37306479.mp3	It is found in the warmer parts of Europe, southwest Asia and Africa.	train
common_voice_en_37388665.mp3	"Many still believe this was an ""official"" coverup."	train
common_voice_en_37981283.mp3	Ellefson and Presiding Elder Mork.	train
common_voice_en_37920140.mp3	He confirmed that he had begun work on another supercar.	train
common_voice_en_37660386.mp3	The Silurians re-enter the caves to hibernate until the danger has passed.	train
common_voice_en_37569851.mp3	With that, he began a legitimate life as a security consultant.	train
common_voice_en_37570204.mp3	Though it sounds restricting, it has been tested for comfort while participating in athletics.	train
common_voice_en_37764117.mp3	Through their engagement, they each find their own fulfillment and satisfaction.	train
common_voice_en_37461056.mp3	They will read together.	train
common_voice_en_37622595.mp3	It displays two inscriptions in Latin.	train
common_voice_en_37349600.mp3	After the Assyrian conquest, the site is not mentioned in any later sources.	train
common_voice_en_37812807.mp3	"Planera, ""Ulmus"", and ""Zelkova"" are all grown as ornamental trees."	train
common_voice_en_37539202.mp3	Cedar Valley College also hosts the Distance Education Veterinary Technology Program.	train
common_voice_en_37807577.mp3	Alien Horde is open-ended, and the gameplay becomes more intense with each level.	train
common_voice_en_37289225.mp3	He also founded Ben Gamla Charter School in Hollywood, Florida.	train
common_voice_en_37367171.mp3	The village shops and the post office all closed.	train
common_voice_en_37306526.mp3	For many working class women their journey into prostitution was one of circumstance.	train
common_voice_en_37673682.mp3	Different systems define different sets of digraphs and trigraphs, as described below.	train
common_voice_en_37809955.mp3	Boulez read widely and identified Proust, Joyce and Kafka as particular influences.	train
common_voice_en_37396052.mp3	The only traffic light in town can be found at this intersection.	train
common_voice_en_37829571.mp3	The Judge Fisher Story.	train
common_voice_en_37343588.mp3	Most were painted Ford black.	train
common_voice_en_37345850.mp3	The flowers are arranged in leaf axils in clusters of eight to sixteen.	train
common_voice_en_37942137.mp3	"A live version appeared on the album ""Extremely Live""."	train
common_voice_en_37857087.mp3	The later production received much more favourable reviews.	train
common_voice_en_37288185.mp3	Some recolonisation has since taken place.	train
common_voice_en_37870535.mp3	The Treaty of Windsor established a pact of mutual support between the countries.	train
common_voice_en_37654284.mp3	Jones shot them both.	train
common_voice_en_37971771.mp3	He remained in England until December, when he was liberated by exchange.	train
common_voice_en_37912313.mp3	For more information on this creation, see the Marquess of Bristol.	train
common_voice_en_37467923.mp3	Air Burundi is wholly owned by the government of Burundi.	train
common_voice_en_37643117.mp3	San Francisco Police Sergeant Lindsay Boxer is the main character of this book.	train
common_voice_en_37770795.mp3	Hatchlings are reddish brown with a green head.	train
common_voice_en_37934910.mp3	When?	train
common_voice_en_37848917.mp3	He stared right through me.	train
common_voice_en_37883390.mp3	There is no true punishment if the punisher knows no discipline.	train
common_voice_en_37908132.mp3	The age entry notes when one is considered an adult.	train
common_voice_en_37289280.mp3	Local governors and magnates rose to claim power in the wake of Yang's withdrawal.	train
common_voice_en_37970701.mp3	They are all short pieces with minimalistic melody.	train
common_voice_en_37411234.mp3	He's a practising Catholic.	train
common_voice_en_37570263.mp3	This makes compiling versus interpreting a dubious parameter in a taxonomy of programming languages.	train
common_voice_en_37599262.mp3	He was also a Deputy Lieutenant of Nottinghamshire and Kent.	train
common_voice_en_37622582.mp3	The cup was administered by the New Zealand Rugby League.	train
common_voice_en_37474535.mp3	He pushes Sally away, upsetting her.	train
common_voice_en_37795937.mp3	She graduated from the University of Miami with degrees in psychology and communications.	train
common_voice_en_37505912.mp3	Dickens's collaborators each contributed an individual story to the collection.	train
common_voice_en_37829525.mp3	As graphite is brittle, pieces can break off during operation.	train
common_voice_en_37289426.mp3	"Another overview stated that ""attitudes were at the centre of his research work""."	train
common_voice_en_37888894.mp3	The colours of the college are green and gold.	train
common_voice_en_37660408.mp3	Domain Eukarya - eukaryotes, organisms that contain a membrane-bound nucleus.	train
common_voice_en_37484599.mp3	A combination machine takes up much less space than the equivalent separate machines.	train
common_voice_en_37811209.mp3	The Priest asks Balda to collect a fabricated debt from sea devils.	train
common_voice_en_37870645.mp3	Now we have gained much: why do we need to seek more?	train
common_voice_en_37984758.mp3	Porcelain and stoneware are ideal for displaying the surface patterns obtained through saggar firing.	train
common_voice_en_37388612.mp3	The series followed a fairly consistent chronological order of history.	train
common_voice_en_37908047.mp3	One man died.	train
common_voice_en_37290022.mp3	One of his grandsons was the musician Marshall Hall.	train
common_voice_en_37811271.mp3	The geographic location of this admixing is unknown, although south Siberia is likely.	train
common_voice_en_37539154.mp3	At first, the new Peronist movement was linked to the Armed Forces.	train
common_voice_en_37890802.mp3	It is dangerous.	train
common_voice_en_37958046.mp3	This is particularly true for schools in remote areas.	train
common_voice_en_37907000.mp3	No, I say, dash it!	train
common_voice_en_37953653.mp3	It prefers rocky areas, especially washes.	train
common_voice_en_37437567.mp3	The Atbara flows only while there is rain in Ethiopia and dries very rapidly.	train
common_voice_en_37388671.mp3	Scottish monarchs made repeated efforts to introduce bishops and two ecclesiastical traditions competed.	train
common_voice_en_37570002.mp3	Popular local activities include rafting, hiking, skiing and exploring the mountains.	train
common_voice_en_37476269.mp3	This led to both the Red Terror and the White Terror.	train
common_voice_en_37550336.mp3	Its current status is not publicly known.	train
common_voice_en_37598171.mp3	"This period is called ""amhukki"", the dark period by Koreans."	train
common_voice_en_37767811.mp3	Wendel was born in Breslau.	train
common_voice_en_37947200.mp3	It was like I'd never been away.	train
common_voice_en_37976322.mp3	They are also known as the Local Black Stars.	train
common_voice_en_37599421.mp3	Early field surveys and mapping were concentrated around capital cities and important port facilities.	train
common_voice_en_37306014.mp3	The Faroese physician Niels Finsen is believed to be the father of modern phototherapy.	train
common_voice_en_37376190.mp3	His theatrical ideology is inspired by the visions of Antonin Artaud.	train
common_voice_en_37800525.mp3	Most of Bosquet's best sellers were published by Covered Bridge Press.	train
common_voice_en_37883166.mp3	He was greatly impressed by her beauty.	train
common_voice_en_37570201.mp3	She is fluent in Tamil and English.	train
common_voice_en_37708079.mp3	Donner has suffered from prostate and lung cancers.	train
common_voice_en_37306425.mp3	William was related to Tandey's wife Edith.	train
common_voice_en_37881032.mp3	He's a spirited youth.	train
common_voice_en_37950578.mp3	His father was a surgeon.	train
common_voice_en_37505884.mp3	Some of the people went to face the Austrian troops outside the church.	train
common_voice_en_37306298.mp3	Other similar provincial movements swiftly followed suit.	train
common_voice_en_37646957.mp3	His behaviour was attentive and kind to the utmost.	train
common_voice_en_37927746.mp3	X and Y are variables.	train
common_voice_en_37916310.mp3	It is held in March of each year and usually runs for five days.	train
common_voice_en_37916253.mp3	The assassins escaped.	train
common_voice_en_37539728.mp3	The architectural complex also includes four slender minarets decorated with original decor elements.	train
common_voice_en_37570332.mp3	A letter to the editor is a common example of this.	train
common_voice_en_37961285.mp3	It is the northernmost town in China.	train
common_voice_en_37926305.mp3	There are extensive mariculture clam beds and salt pans near the sea.	train
common_voice_en_37994197.mp3	This proved to be the case.	train
common_voice_en_37288133.mp3	Kogarah Bay runs along the western border.	train
common_voice_en_37489780.mp3	The lifeboats rigged the sails to sail to South Africa.	train
common_voice_en_37976320.mp3	The garden has an area of one acre with intact walls.	train
common_voice_en_38001308.mp3	His wife has a child.	train
common_voice_en_37863105.mp3	Then she forgot it.	train
common_voice_en_37870520.mp3	Apart from Government Hospitals, there are private run nursing home as well.	train
common_voice_en_37932402.mp3	Her music has been described as folk-urban pop music.	train
common_voice_en_37870636.mp3	Eon Productions will also produce the film with Paramount Pictures.	train
common_voice_en_37598099.mp3	He had one child with Michowska, Klemens Zamoyski.	train
common_voice_en_37289963.mp3	His rule led to relative political stability and an increase in living standards.	train
common_voice_en_37506004.mp3	While St.	train
common_voice_en_37883072.mp3	They vary in shape.	train
common_voice_en_37853938.mp3	The building has been converted into condominiums.	train
common_voice_en_37811222.mp3	Byron travelled to widely different places; Mount Athos, India, the Soviet Union, and Tibet.	train
common_voice_en_37870581.mp3	"Those that oppose the Unions' ideals are called ""Corporations""."	train
common_voice_en_37527117.mp3	She became a member of Kappa Alpha Theta, Gamma Rho chapter, fraternity for women.	train
common_voice_en_37928178.mp3	Most pages have writing on both sides.	train
common_voice_en_37740831.mp3	He was educated at the Patrician Academy in Mallow.	train
common_voice_en_37474299.mp3	The lightship was also equipped with a foghorn and bell.	train
common_voice_en_37506034.mp3	Timocleidas died during Cleinias's reign.	train
common_voice_en_37289781.mp3	Unusually, Crossley maintains an errata page for her publications, including exchanges with translators.	train
common_voice_en_37521397.mp3	The mosque has three access points.	train
common_voice_en_37810550.mp3	Mild physical dependence can result from excessive caffeine intake.	train
common_voice_en_37640691.mp3	It is situated between the towns of Bishop Auckland and Ferryhill.	train
common_voice_en_37477305.mp3	The college grace is customarily said before and after dinner in the hall.	train
common_voice_en_37531411.mp3	"The name is said to be derived from the Latin ""pedester"" - on foot."	train
common_voice_en_37477312.mp3	He was subsequently allowed to stay in the country for seven days.	train
common_voice_en_37289585.mp3	They are allowed to stay in the abandoned and decrepit Pioneer Hotel.	train
common_voice_en_37884907.mp3	The song is a short musical warble.	train
common_voice_en_37539853.mp3	Wheat farms and ranches surround the small town.	train
common_voice_en_37848912.mp3	An athlete can be counted only once for the above criteria.	train
common_voice_en_37376376.mp3	They are oblong in shape with a deltoid base.	train
common_voice_en_37642625.mp3	From Bessemer into Birmingham, the route is locally known as the Bessemer Superhighway.	train
common_voice_en_37376369.mp3	This land has since developed into the suburb of Vogeltown.	train
common_voice_en_37306466.mp3	Their car was stopped in the Mall by another vehicle driven into its path.	train
common_voice_en_37813810.mp3	Wyneken conducts both professional and student and youth orchestras.	train
common_voice_en_37521471.mp3	The player's son's future career may be swayed by befriending villagers with similar careers.	train
common_voice_en_37891101.mp3	After retiring, Cahill took up coaching.	train
common_voice_en_37952030.mp3	The bombing of the city centers continued to be prohibited.	train
common_voice_en_37531296.mp3	Some revolutionaries remained in the Philippines and continued the revolution.	train
common_voice_en_37329033.mp3	Thousand-year-old pit houses, petroglyphs, and other Fremont artifacts were discovered at Range Creek, Utah.	train
common_voice_en_37539851.mp3	He emphasized aspects of medieval chivalry as ideal masculine characteristics.	train
common_voice_en_37952160.mp3	It primarily eats Canary Island pine seeds.	train
common_voice_en_37528307.mp3	Dramatic images of waves, and shafts of sunlight.	train
common_voice_en_37570308.mp3	All of the founders originally worked for Microsoft.	train
common_voice_en_37376380.mp3	Nearly all the Sinclairs were driven into the river and drowned.	train
common_voice_en_37599294.mp3	The little girls undertook it, but they are discouraged.	train
common_voice_en_37289746.mp3	It is the only reservoir in the Netherlands.	train
common_voice_en_37856764.mp3	Jewish ghettos in Europe existed because Jews were viewed as alien.	train
common_voice_en_37846743.mp3	The four were also brought to a police station for questioning.	train
common_voice_en_37976416.mp3	All of the Giants broadcasts are carried in high definition.	train
common_voice_en_37936220.mp3	Comedy Is Not Pretty!	train
common_voice_en_37345857.mp3	The reservoir submerged part of Louisville, Tennessee, and required modifications to Knoxville's riverfront.	train
common_voice_en_37477006.mp3	The minister is charged with the appointment of four vice ministers.	train
common_voice_en_37379016.mp3	The Christian record company Prim signed Jerusalem, without much expectation of success.	train
common_voice_en_37929518.mp3	Some freight services also use the line.	train
common_voice_en_37948480.mp3	Orplid in the poem is a faraway fantasy land.	train
common_voice_en_37539730.mp3	Later the business evolved into machine knitted garments.	train
common_voice_en_37864308.mp3	Another mosquito can then feed on the snake, thus continuing the lifecycle.	train
common_voice_en_37884941.mp3	Online resource.	train
common_voice_en_37396168.mp3	Not Too Late was mostly recorded at Jones' home studio.	train
common_voice_en_37888724.mp3	They are appointed by the Council of Ministers at the request of the Premier.	train
common_voice_en_37389720.mp3	Gluck is grandmother to actress Stephanie Zimbalist.	train
common_voice_en_37647856.mp3	She was sprinkling water onto her flowers by blowing spray from her mouth.	train
common_voice_en_37835119.mp3	Both the front and rear brakes were drums.	train
common_voice_en_37306155.mp3	Melarcode has a sizable migrant population.	train
common_voice_en_37505951.mp3	After selling Duncan Hines, Park began to look around for new business opportunities.	train
common_voice_en_37528232.mp3	No translation with Hiragana is extremely unhelpful for non-Japanese.	train
common_voice_en_37883354.mp3	Her mother also abandoned the family without apparent reason and disappeared.	train
common_voice_en_37395367.mp3	He was buried in the Troyekurovskoye Cemetery.	train
common_voice_en_37809741.mp3	Hicklin., now known as the Hicklin test.	train
common_voice_en_37575560.mp3	Utica is part of the Saint Charles School District.	train
common_voice_en_37916313.mp3	Also, many of the characters in the movie have sex with one another.	train
common_voice_en_37941467.mp3	A star with a has the same iron abundance as the Sun.	train
common_voice_en_37527521.mp3	IndieGames dot com is Gamasutra's sister site dedicated to reporting on indie games.	train
common_voice_en_37913026.mp3	It grows on dry mountain slopes and in full sun.	train
common_voice_en_37569943.mp3	Such reactions will often proceed via ketene.	train
common_voice_en_37570388.mp3	The technology on the bus evolved over time.	train
common_voice_en_37474396.mp3	The agent is also used in ice cream and by the pharmaceutical industry.	train
common_voice_en_37306235.mp3	"He composed ""Israeli Symphony"" based on his experiences."	train
common_voice_en_37764150.mp3	On his second visit he was satisfied that these conditions had been fulfilled.	train
common_voice_en_37770740.mp3	"Donald prepared for war and proclaimed himself ""Lord of Ross""."	train
common_voice_en_37362738.mp3	He is respected for his ideas, intelligence and sharp tongue.	train
common_voice_en_37289920.mp3	Only Rudolf Caracciola and Stirling Moss beat that record.	train
common_voice_en_37622722.mp3	Its coat, ears, and kidney functions have adapted to high-temperature, low-water, desert environments.	train
common_voice_en_37643177.mp3	He had a steam engine to provide backup power.	train
common_voice_en_37297934.mp3	This may be deliberately exploited for artistic effect.	train
common_voice_en_37477247.mp3	She grew up in New York City and Oslo.	train
common_voice_en_37420377.mp3	At halftime Neal had switched positions with Lang before his injury happened.	train
common_voice_en_37474546.mp3	RiverCenter operates under contract with Tickets dot com and runs performances year-round.	train
common_voice_en_37489040.mp3	Eventually, the women decide to give Seattle and the loggers a chance.	train
common_voice_en_37988258.mp3	It is slow.	train
common_voice_en_37678069.mp3	This change started with the reconstruction and improvements made to White Bird Hill.	train
common_voice_en_37570306.mp3	Senator, you're no Jack Kennedy.	train
common_voice_en_37528126.mp3	This species feeds mostly on fungi, decaying matter, and vegetables.	train
common_voice_en_37531498.mp3	"His most regular public forum is on ""Celebration"", the Daystar flagship program."	train
common_voice_en_37812774.mp3	The work is dedicated to him.	train
common_voice_en_37532949.mp3	Agatha Christie has grown accustomed to working her embroidery on a background of black.	train
common_voice_en_37870582.mp3	As a result of this move he was placed on the reserve of officers.	train
common_voice_en_37449745.mp3	He also pioneered the use of dyes in blood to study circulation.	train
common_voice_en_37912311.mp3	The Niagara Reservation's early design was accomplished by Olmsted and architect Calvert Vaux.	train
common_voice_en_37940695.mp3	He completed the term of Pascual Ortiz after his resignation.	train
common_voice_en_37285724.mp3	When they have caught one they tie it up over the fire.	train
common_voice_en_37539194.mp3	It is mostly an affliction of inexperienced engineers, or the second-system effect.	train
common_voice_en_37539843.mp3	Before the Greek War of Independence the village was known as Arakli.	train
common_voice_en_37654282.mp3	She later served as director of the Woodrow Wilson Foundation.	train
common_voice_en_37457237.mp3	They are surrounded with dense vegetation which assimilates them with the universe of nature.	train
common_voice_en_37306211.mp3	She was very tired of him — tired to death.	train
common_voice_en_37881236.mp3	"He was hailed as ""Father of Drilling Bit""."	train
common_voice_en_37880064.mp3	He always needs a ball at his feet.	train
common_voice_en_37811150.mp3	Family Sharing also extends into apps.	train
common_voice_en_37646960.mp3	At stations, the tunnel diameter would be or depending on layout.	train
common_voice_en_37477089.mp3	Laburnum species and hybrids are cultivated as ornamental trees for gardens and parks.	train
common_voice_en_37288266.mp3	It is now a historic site.	train
common_voice_en_37960893.mp3	Well, when exactly does that kick in?	train
common_voice_en_37505885.mp3	Glechoma hederacea is toxic to cattle and horses.	train
common_voice_en_37539946.mp3	It is located in Old Montreal.	train
common_voice_en_37846775.mp3	His major area of research includes domains associated to Emotional Intelligence.	train
common_voice_en_37945187.mp3	The men are often speaking in Arabic.	train
common_voice_en_37932442.mp3	He was never able to recover militarily from that defeat.	train
common_voice_en_37288152.mp3	Hundreds of homosexual couples soon arrive to Springfield.	train
common_voice_en_37376367.mp3	Adams was raised in a small village in New York called, Forestville.	train
common_voice_en_37478287.mp3	He disembarked his fighting men and besieged the stronghold for several weeks.	train
common_voice_en_37523891.mp3	India, the nineteenth century.	train
common_voice_en_37901753.mp3	The movie had a major impact in the Soviet Union.	train
common_voice_en_37290135.mp3	"One Spanish newspaper even described him as having ""become Madrid's true leader""."	train
common_voice_en_37465501.mp3	The group was closely linked to the Hong Kong Chinese Regiment.	train
common_voice_en_37647903.mp3	There is no maximum age restriction.	train
common_voice_en_37306426.mp3	The movement was in favour of art as a practice for social purposes.	train
common_voice_en_37884950.mp3	However, some new sections were constructed.	train
common_voice_en_37289760.mp3	"He is married to actress-writer Nia Vardalos of ""My Big Fat Greek Wedding"" fame."	train
common_voice_en_37306118.mp3	The town is located in the Mughalsarai - Howrah main line.	train
common_voice_en_37863133.mp3	The Universal City Public Library is in the city.	train
common_voice_en_37926311.mp3	Fecundity declines in older females.	train
common_voice_en_37599346.mp3	He bore their crushing attack in his body and soul.	train
common_voice_en_37306276.mp3	The Avenues are one example.	train
common_voice_en_37503227.mp3	Previously this variety was believed to be lost.	train
common_voice_en_37306380.mp3	During the war, her Jewish husband was imprisoned in a concentration camp.	train
common_voice_en_37570519.mp3	Sonny has additional credits that include Bruce Hornsby, Jennifer Lopez, and Lee Ritenour.	train
common_voice_en_37807347.mp3	This may be accomplished through the utilization of readymades.	train
common_voice_en_37996095.mp3	He takes no part in rearing the young.	train
common_voice_en_37539777.mp3	They had to say: Forgive us for God's sake!	train
common_voice_en_37289704.mp3	Villagers are kind and always willing to lend a hand.	train
common_voice_en_37643220.mp3	The shortage of water prompted them to relocate to Al Baha in Arabia.	train
common_voice_en_37523969.mp3	While public goods are often provided by governments, this is not always the case.	train
common_voice_en_37570291.mp3	The mother is in no way the head of the family.	train
common_voice_en_37997638.mp3	But his mother looked tired.	train
common_voice_en_37306321.mp3	They had children Jody, Billy and Molly.	train
common_voice_en_37388682.mp3	He has won many awards.	train
common_voice_en_37835126.mp3	Oak Street is in Chicago's Gold Coast.	train
common_voice_en_37285754.mp3	Russell.	train
common_voice_en_37570200.mp3	It is located on the Richardson Highway at the junction with the Denali Highway.	train
common_voice_en_37357561.mp3	It will nourish man and motivate him to do his best.	train
common_voice_en_37569928.mp3	In later sources the word appears only as a personal name.	train
common_voice_en_37506002.mp3	Gopalkrishnan, who identified the youngster's potential and tutored him.	train
common_voice_en_38006145.mp3	Rick, sobbing, complies.	train
common_voice_en_37813832.mp3	The reserve has a pair of entrance gates by the artist Tim Tolkien.	train
common_voice_en_37931440.mp3	The parallels to the French Resistance and the Nazi occupation are clear, however.	train
common_voice_en_37289125.mp3	Before becoming a full-time writer, he worked as an urban planner.	train
common_voice_en_37359129.mp3	The film premiered three times at the Tribeca Film Festival in New York City.	train
common_voice_en_37285725.mp3	The rare thirty-minute version of the pilot film has never been shown publicly.	train
common_voice_en_37575536.mp3	The program supports various kinds of grids and measurement methods.	train
common_voice_en_37289482.mp3	Abeysekera was a pioneering Sinhala broadcaster.	train
common_voice_en_37306206.mp3	Indeed, it was no secret that he resented and distrusted Dunstan.	train
common_voice_en_37489789.mp3	Traditional concepts of sovereignty emphasize separation into territorially independent groups.	train
common_voice_en_37957906.mp3	He was born at Rome.	train
common_voice_en_37643116.mp3	Local singer and entertainer Mary Davies played Carmen the Nurse.	train
common_voice_en_37900754.mp3	The match is full of tactical mistakes.	train
common_voice_en_37416749.mp3	Currently, he lives in West Nyack, New York.	train
common_voice_en_37643138.mp3	Smith's usual mode of progression was a dignified walk.	train
common_voice_en_37306480.mp3	She never set foot in the museum she helped create.	train
common_voice_en_38002031.mp3	"Together, the group released ""Tala Matrix"" that year."	train
common_voice_en_37376154.mp3	Radosh is the son of historian Ronald Radosh.	train
common_voice_en_37306307.mp3	Creepy stuff.	train
common_voice_en_37289471.mp3	Techiman is connected by road to Sunyani and its domestic airport, the Sunyani Airport.	train
common_voice_en_37570100.mp3	They are continually endeavoring to draw them to themselves.	train
common_voice_en_37963715.mp3	The poem comprised five books of verse in dactylic hexameter.	train
common_voice_en_37957272.mp3	He was notoriously hard line.	train
common_voice_en_37901853.mp3	It comes in Regular and Sports versions.	train
common_voice_en_37506196.mp3	Eventually Koss dominated the headphone market, competing mainly with Telex.	train
common_voice_en_37615467.mp3	The township contains Pine Grove Cemetery.	train
common_voice_en_37647561.mp3	The aim of the group was to suppress Communism in Bavaria.	train
common_voice_en_37290133.mp3	Slowe produced etchings.	train
common_voice_en_37461067.mp3	Almost immediately, the highway crosses over Black Creek.	train
common_voice_en_37945526.mp3	Woodley attended Simi Valley High School and modeled at the age of four.	train
common_voice_en_37811167.mp3	The rank is also used by the Royal Marines.	train
common_voice_en_37285758.mp3	And I think that's exactly what this song is really all about.	train
common_voice_en_37478074.mp3	"Since then, the rebranding happened and Orange Israel became ""Partner""."	train
common_voice_en_37960823.mp3	He serves as artistic director of the school.	train
common_voice_en_37937320.mp3	Coupled with good songs.	train
common_voice_en_37820207.mp3	Led by Steve Smith, Baylor's baseball team achieved success rarely seen before his arrival.	train
common_voice_en_38000566.mp3	He was also a director of the Elim Mennonite Church.	train
common_voice_en_37967223.mp3	He and his wife, Yvonne, have four children.	train
common_voice_en_37935324.mp3	We've got to get involved in this.	train
common_voice_en_37973616.mp3	The effects of this process can be emulated with software in digital photography.	train
common_voice_en_37289855.mp3	Cruets are normally made from glass, ceramic, or stainless steel.	train
common_voice_en_37623356.mp3	A number of free online group collaborations solutions exist.	train
common_voice_en_37498996.mp3	Heavylift operated worldwide charter cargo services.	train
common_voice_en_37289500.mp3	Ramapo High School is the other high school in the district.	train
common_voice_en_37367073.mp3	This was a format conversion only, the adapter did not do sample rate conversion.	train
common_voice_en_37863227.mp3	The film was filmed in Cedarburg, Wisconsin, as well as Edmonton and Calgary, Alberta.	train
common_voice_en_37740827.mp3	Steel mills and refineries operate near the Indiana shoreline.	train
common_voice_en_37888692.mp3	The game was played in a revolutionary atmosphere.	train
common_voice_en_37524095.mp3	During her studies she was politically active in the Uppsala Student Union.	train
common_voice_en_37795912.mp3	Their music is both powerful and gripping and stirs up several strong emotions.	train
common_voice_en_37800531.mp3	When we finally met, I realized I hadn't actually seen him in three years.	train
common_voice_en_37289648.mp3	It traverses the Mandi District and enters the Kangra District at Sandhol, above sea-level.	train
common_voice_en_37306355.mp3	She is the leader of the New Synthesis Project.	train
common_voice_en_37539192.mp3	A music video for this song was also released.	train
common_voice_en_37359194.mp3	Also attached to the village are the hamlets of Lower Woodend and Rockwell End.	train
common_voice_en_37395366.mp3	"The group recorded their second album ""Positive Vibration"", with Woodson."	train
common_voice_en_37527148.mp3	This is where the great commissioned works were created.	train
common_voice_en_37846844.mp3	He also served as the ambassador to the Netherlands.	train
common_voice_en_37968634.mp3	The main campus includes sport sites, a hospital, and an international hotel.	train
common_voice_en_37887077.mp3	He wrote plays for stage and radio.	train
common_voice_en_37934124.mp3	There were three deaths before this Congress began.	train
common_voice_en_37647994.mp3	The town also has many small businesses owned by locals.	train
common_voice_en_37388684.mp3	"Later it was called ""House Party"" and hosted by John Hassett."	train
common_voice_en_37888118.mp3	The drink can also be made with tea instead of water.	train
common_voice_en_37999381.mp3	The market hall is available for hire.	train
common_voice_en_37425475.mp3	The corn-god was naturally a far more important personage than the tree-god.	train
common_voice_en_38001996.mp3	The buffer was then returned to the pool.	train
common_voice_en_37928083.mp3	Shangdi was considered too distant to be worshiped directly by ordinary mortals.	train
common_voice_en_37908034.mp3	They'll ask me out now, when they wouldn't a year ago.	train
common_voice_en_37926295.mp3	It is given by intravenous injection.	train
common_voice_en_37643178.mp3	Peak hour buses connect industrial zones with surrounding municipalities.	train
common_voice_en_37373069.mp3	The adjacent village of Cusop lies on the English side of the Dulas Brook.	train
common_voice_en_37855710.mp3	"Three of the album's compositions made it to Davis's live ""book""."	train
common_voice_en_37396118.mp3	At the top level are the Regions of Senegal and their elected administrative body.	train
common_voice_en_37900096.mp3	It also operates scheduled passenger services.	train
common_voice_en_37646953.mp3	All members of the Cabinet are members of the Executive Council.	train
common_voice_en_37506547.mp3	"The highest point on the island is the tall ""Bolgtinden""."	train
common_voice_en_37856718.mp3	The term is used in Germany, Austria, and Switzerland.	train
common_voice_en_38000936.mp3	Eddie Albert appears in a number of television specials.	train
common_voice_en_37306401.mp3	Instead, the road was rerouted along a north-western crescent running parallel to the creeks.	train
common_voice_en_37846827.mp3	This system is widely known as the Hepburn romanization because Hepburn's dictionary popularized it.	train
common_voice_en_37884906.mp3	The old May-tree is sometimes burned at the end of the year.	train
common_voice_en_37528184.mp3	Menzoberranzan was caught in a magic dead zone, so magic did not work there.	train
common_voice_en_37886930.mp3	It makes them seem more like people.	train
common_voice_en_37891042.mp3	While a student in college, he played rugby.	train
common_voice_en_37570533.mp3	"He was known in childhood as ""Shinnosuke""."	train
common_voice_en_37489755.mp3	There is a public park located in the heart of town.	train
common_voice_en_37647329.mp3	The two brothers' surname was originally Lion, but they are generally known as Lionheart.	train
common_voice_en_37666179.mp3	As a result, many variety performers were recruited for game shows.	train
common_voice_en_37978416.mp3	He was replaced with Melinda Kane.	train
common_voice_en_37982437.mp3	It's a lot of fun.	train
common_voice_en_37884883.mp3	He joined the school's soccer and rugby teams.	train
common_voice_en_37289780.mp3	The awards are juried by industry peers.	train
common_voice_en_37881524.mp3	He continued to live there.	train
common_voice_en_37697692.mp3	This system is therefore no longer sufficient and has consequently been abandoned.	train
common_voice_en_37570374.mp3	That word is Liberty.	train
common_voice_en_37853935.mp3	The penal settlement of Port Arthur is now a tourist attraction.	train
common_voice_en_37465161.mp3	Merrill got full credit in national and state media for fiscal responsibility.	train
common_voice_en_37428239.mp3	Two laymen were martyred along with them.	train
common_voice_en_37570542.mp3	Afterwards they can choose to go through tenth grade but it is not required.	train
common_voice_en_37289626.mp3	It is operated by London Midland, which also provides all services.	train
common_voice_en_37521461.mp3	Collins was born in Los Angeles, California.	train
common_voice_en_37474251.mp3	The merger was one of the largest in the local market to date.	train
common_voice_en_37660381.mp3	The institute is among the first research institutes organized in Akademgorodok.	train
common_voice_en_37810554.mp3	Unfortunately, his tenure in this administrative role proved short and unsuccessful.	train
common_voice_en_37289132.mp3	"It has the characteristic smell of being ""Musky""."	train
common_voice_en_37388590.mp3	At the time it was thought that infectious diseases could not cause an extinction.	train
common_voice_en_37569921.mp3	Under team manager Bill Dunne they set up shop in Rye, East Sussex.	train
common_voice_en_37984216.mp3	Both are usually collected separately in anthologies.	train
common_voice_en_37732341.mp3	When harvesting tax, all Turkish citizens are equal.	train
common_voice_en_37457336.mp3	Beyond the mills, it crosses under a railway viaduct by Denby Dale railway station.	train
common_voice_en_37289727.mp3	The evil spirits which dwell in the trees have caught and kept his soul.	train
common_voice_en_37599524.mp3	Max is eventually killed when a biplane shows up and guns him down.	train
common_voice_en_37643169.mp3	However, United States defense spending is slightly declining.	train
common_voice_en_37983901.mp3	Reducing large amounts of information is key.	train
common_voice_en_37846627.mp3	The unit is based out of the Marine Corps Base Camp Pendleton, California.	train
common_voice_en_38000600.mp3	The building occupies one of the most historic sites of Singapore.	train
common_voice_en_37349549.mp3	You'll be playing Dublin Soul!	train
